6056239	8580758044	9186638590
6041823	24479080297	25095305927
7902463	25274323633	27077474671
7760561	25390180820	27496681428
7885649	25081340080	27171945858
7882994	25162829653	27262585587
6058063	25296299346	27412690126
7867816	25191124284	27275706810
6151694	25156126632	27244263117
6025773	25136390444	27259409429
