107,-728255219339267,502
309,-728265300439574,91601
299,-728275280650293,81874
141,-728285260887111,72206
309,-728295241103070,62498
306,-728305221342688,52826
309,-728315201568404,43176
308,-728325181779239,33470
309,-728335162018983,23827
137,-728345142247792,14097
312,-728355122474585,4438
308,-728365202497509,94619
309,-728375182722261,84940
324,-728385162966019,75302
309,-728395143180991,65546
308,-728405123436597,55947
311,-728415103680477,46246
308,-728425083930164,36577
306,-728435064152944,26904
306,-728445044362721,17205
309,-728455024589407,7554
307,-728465104609469,97745
153,-728475084837318,88023
387,-728485065047952,78319
312,-728495045276730,68651
309,-728505025529458,59033
311,-728515005764267,49305
313,-728524986024403,39462
315,-728534966245843,29992
140,-728544946472544,20329
312,-728554926684374,10599
311,-728564906894255,832
310,-728574986923206,91126
308,-728584967136857,81411
317,-728594947364781,71763
307,-728604927574417,62036
312,-728614907813403,52372
319,-728624888055158,42725
312,-728634868271706,33016
309,-728644848513524,23344
312,-728654828736325,13656
311,-728664808964000,4056
138,-728674888976934,94246
312,-728684869198807,84478
311,-728694849427534,74825
150,-728704829649319,65123
312,-728714809891299,55450
311,-728724790106935,45744
315,-728734770319707,36054
305,-728744750551506,26401
