1550816,-723743851918221,2040
1516564,-723754133108103,293332
1514444,-723764414252705,584842
1515949,-723774096704528,277096
1511945,-723784078464805,268940
1516462,-723793960417097,160893
1514774,-723804341359802,552334
1516650,-723814123483974,344342
1514945,-723823905630729,136371
1522238,-723833887356969,128225
1525244,-723843869115253,120066
1519256,-723854050461615,311701
1515165,-723863732784721,3822
1526136,-723873914130293,195448
1513675,-723883895868453,187276
1523106,-723894077213216,378906
1519805,-723904158751279,470638
1516818,-723914140501512,462488
1519040,-723924122233843,454314
1525775,-723934004171231,346240
1518868,-723943686515113,38363
1518007,-723953867852346,230010
1516711,-723963849604756,221842
1518609,-723973831332933,213658
1529526,-723983713263107,105601
1514523,-723993794824564,197325
1523150,-724005872397789,2287092
1523412,-724013957906456,380750
1516378,-724024039442638,472517
1538426,-724033921383218,364474
1523082,-724043703528630,156502
1524938,-724053884868522,348143
1517171,-724063866622898,339956
1523151,-724073948152896,431702
1523156,-724083730308921,223739
1518533,-724094310857887,814982
1516638,-724103693777505,207393
1522661,-724113675518848,199215
1519827,-724123657251058,191030
1513672,-724133838601759,382662
1513068,-724145816368026,2372522
1518396,-724153802072250,366332
1515634,-724163783804516,358165
1517208,-724173765530814,349970
1516305,-724183547674651,141997
1522718,-724193729007284,333645
1514429,-724203710759628,325469
1511843,-724213393082448,17579
1530620,-724223574409741,209229
1518560,-724234055176817,700560
