487505505,16,487590
340552775,12,1218081
340584700,12,450054
340440550,15,381214
340573475,11,412381
340229628,15,443242
339691719,12,373628
340034761,11,404259
332377691,10,427256
332549853,10,450417
332298639,11,373432
332405303,11,396436
332498319,11,419547
332367713,12,442515
332472992,10,465583
332486119,11,388789
332311151,11,411701
332394283,11,334809
332372397,11,357779
332308676,11,380702
332342026,11,403693
332521013,10,426871
332466516,11,449957
332455120,11,373109
332791765,12,396552
333158106,11,420308
332413744,12,443338
332441678,11,366473
332465264,11,389535
332446247,12,412598
332372425,12,335675
332334064,11,358624
332468568,11,381691
332334011,11,404640
332497952,11,427735
332518291,12,450851
332306291,12,573675
332412538,12,396880
332487291,10,419979
332449373,11,542934
332392387,11,665841
332313730,11,389045
332385228,11,412033
332503412,11,335268
332239046,10,857614
332391909,10,381118
332515929,11,504138
332379652,12,427231
332438100,11,450269
332441543,11,373414
