1546495,-724244847621427,1924
1518172,-724255128805887,293328
1529245,-724265709349289,884553
1515412,-724277587349858,2774542
1513537,-724285672838591,868205
1511154,-724295554782406,760159
1514092,-724305636305058,851893
1512593,-724314919436538,144395
1513539,-724324901161620,136201
1515464,-724335082492138,327836
1517822,-724346760872069,2017989
1512658,-724355844380772,1110685
1506148,-724364728294721,3583
1507265,-724376506448794,1793646
1513408,-724387087002952,2384737
1509850,-724395571696853,878197
1506579,-724405553438120,870011
1513232,-724415634959344,961734
1516446,-724425317276198,653853
1512657,-724434800009986,146161
1511608,-724445180948478,537589
1516921,-724455362290155,729217
1522801,-724466142438237,1520269
1515132,-724475026365295,413183
1513588,-724484608883239,5400
1511877,-724495688447416,1096146
1514322,-724505470563735,888152
1517570,-724515452290992,879983
1510776,-724525034829594,472190
1515654,-724535515562824,963535
1507782,-724547393543835,2853480
1519754,-724554680604324,147949
1515059,-724565360980194,839120
1511678,-724576340725799,1829783
1516217,-724587120885491,2621003
1518786,-724595106572811,614781
1512115,-724604489487626,7194
1512686,-724615569048074,1097928
1508665,-724624752359330,290549
1520385,-724635332908445,881779
1520432,-724644915443226,474009
1514603,-724656194621558,1764567
1512668,-724664679314358,257867
1511857,-724674461432436,49864
1521098,-724684642758880,241481
1519158,-724696221324239,1831578
1515918,-724705205054279,824548
1511710,-724716484208649,2115100
1511250,-724726964960772,2606278
1508887,-724734850838617,500302
