6153644,-711645786829702,6605
6149952,-711655873006868,102805
6142896,-711665859361632,99244
6164439,-711675845729346,95757
6160392,-711685832103916,92186
6143546,-711695818490378,88692
6146594,-711705804841111,85115
6149510,-711715791211802,81603
6141535,-711725777573471,78033
6150681,-711735763927022,74514
6147821,-711745750302680,71007
6144790,-711755736656456,67381
6146442,-711765723019934,63883
6140783,-711775709374694,60293
6159874,-711785695736286,56766
6160474,-711795682104873,53237
6143850,-711805668503568,49728
6150168,-711815654857172,46206
6146160,-711825641215728,42637
6151808,-711835627582380,39148
6151089,-711845613946062,35553
6147991,-711855600323953,31811
6143258,-711865586679373,28462
6203768,-711875573042893,24989
6142986,-711885559451587,21437
6159778,-711895545798191,17922
6160626,-711905532180812,14434
6143843,-711915518557446,10829
6205211,-711925504924069,7390
6146322,-711935591135808,103697
6140891,-711945577508431,100159
6190796,-711955563853148,96631
6145225,-711965550267651,93112
6154083,-711975536620318,89601
6148679,-711985522984942,86051
6143828,-711995509357795,82553
6160613,-712005495708225,78958
6161437,-712015482093912,75469
6143407,-712025468464484,71878
6151280,-712035454837263,68339
6149082,-712045441196888,64807
6142896,-712055427568473,61279
6153264,-712065413916165,57754
6147350,-712075400274662,54199
6146243,-712085386644341,50689
6151384,-712095372997101,47083
6143478,-712105359371870,43334
6141996,-712115345718322,39991
6198171,-712125332080885,36481
6182185,-712135318483553,32979
