96,230226,230282
159,229099,319670
135,228830,309707
164,228970,300175
136,228868,290373
162,229377,281214
139,230326,272467
162,229845,262323
143,230917,253697
163,229899,242979
155,231032,234433
162,230191,323796
153,230868,314797
164,230311,304540
164,229787,294340
160,228890,283744
157,230054,275236
161,229834,265321
158,229989,256015
136,228529,244889
137,229059,235718
136,228370,325252
155,229004,316188
163,228776,306286
150,229022,296831
164,228412,286725
164,230822,279454
137,228358,267290
153,229084,258344
137,228843,248404
150,229022,238898
139,228437,228615
150,229187,319597
150,228439,309154
152,229014,300029
160,228796,290142
152,230500,282145
141,229584,271561
178,230146,262424
135,230279,252871
152,229674,242571
135,229555,232775
152,229858,323283
165,225209,308937
157,229767,303816
247,229942,294292
156,229827,284501
193,229834,274808
157,229603,264899
159,229212,254811
