1558069,-723243087518667,2042
1516895,-723253867728310,792842
1517947,-723263350447037,285143
1516832,-723273332198341,276985
1511681,-723284311945771,1267814
1521669,-723293495265247,460442
1519594,-723303976010749,951782
1518303,-723313857941018,843690
1520495,-723323540281879,535819
1520330,-723333222612835,227976
1519152,-723343902981893,919120
1521240,-723353086297196,111726
1518617,-723362968227685,3661
1512753,-723373648573525,694778
1519351,-723383829904005,886407
1520486,-723393512248877,578539
1522104,-723404192595012,1269681
1523767,-723413176342099,262525
1518249,-723423357682634,454164
1518484,-723433139808713,246158
1516380,-723444319191210,1436828
1517960,-723453702119759,829273
1518589,-723463683870030,821102
1522297,-723473266394247,413313
1518768,-723482948736982,105459
1517294,-723493030269217,197171
1517144,-723503012002510,188990
1518080,-723514091576855,1279742
1524898,-723523973510057,1171681
1512529,-723533256645858,464203
1518330,-723543138570841,356138
1520760,-723552920697907,148148
1518606,-723563102053409,339792
1517756,-723574181608753,1430546
1526967,-723583065535915,323453
1520248,-723593047281121,315285
1517847,-723603029026432,307136
1518215,-723613409965127,698557
1525329,-723622992491997,290774
1518496,-723633273652462,582314
1524881,-723643255385791,574150
1519244,-723652937733837,266286
1518614,-723662919465973,258118
1512558,-723672901199264,249925
1524990,-723683182347864,541475
1511012,-723692665071729,33797
1513897,-723704243643764,1624036
1515136,-723712828234179,217326
1515423,-723722810010477,209210
1515299,-723732691936732,101111
