121,-716195455568854,457
313,-716205536767241,91675
310,-716215516977841,81983
310,-716225497214783,72306
311,-716235477429579,62630
325,-716245457666378,52946
316,-716255437884161,43244
153,-716265418118837,33566
311,-716275398332607,23883
310,-716285378551443,14188
313,-716295358783155,4512
315,-716305438803157,94723
311,-716315419039931,85041
309,-716325399251612,75343
313,-716335379482383,65667
312,-716345359698315,55970
315,-716355339930084,46289
150,-716365320151780,36610
312,-716375300364524,26903
312,-716385280596342,17245
311,-716395260814127,7538
314,-716405340848110,97758
184,-716415321074869,88074
312,-716425301309655,78409
313,-716435281524483,68699
318,-716445261745193,59014
309,-716455241976021,49327
315,-716465222196936,39610
140,-716475202427441,29956
308,-716485182641383,20267
307,-716495162870049,10582
312,-716505143083734,888
313,-716515223132831,91098
317,-716525203348650,81427
312,-716535183564357,71748
317,-716545163797224,62060
310,-716555144013007,52358
310,-716565124253773,42689
310,-716575104467595,32993
318,-716585084693275,23298
143,-716595064907122,13613
311,-716605045135845,3936
318,-716615125152829,94132
321,-716625105364622,84436
313,-716635085605398,74751
315,-716645065819145,65072
309,-716655046048211,55142
311,-716665026268697,45701
312,-716675006495525,36023
316,-716684986709216,26316
