103,234533,234614
1456,226089,316693
152,229490,310406
161,230717,301959
155,231015,292562
162,230372,282242
151,230589,372664
159,230518,362920
152,229901,352610
164,230725,343744
132,230733,334069
168,230365,423903
165,230416,314371
162,226425,300687
158,229624,294213
164,230862,285756
154,230359,475383
167,230583,366010
156,230542,456179
158,226258,442220
141,228314,734289
163,228103,424704
152,228476,914892
158,228212,1104762
178,228458,395996
133,225488,383333
151,228447,276718
138,228254,266830
150,225705,354510
135,225433,344546
159,228528,1536793
135,226057,425710
158,228391,418373
161,229013,409305
155,230796,301488
160,230421,291460
175,230704,282050
160,227225,268894
1934,229256,361132
138,229984,252290
1934,229958,442375
136,230597,233536
147,230530,323674
139,226162,309611
156,228978,302758
160,229491,293581
159,230056,284486
157,228310,273050
166,228854,463718
134,228251,253619
