103,-715176022767788,497
217,-715186103723603,91478
579,-715196183742393,181642
150,-715206064182033,72109
1347,-715216144205259,162284
527,-715226024645560,52689
316,-715236004864376,43055
2347,-715245985099121,33340
197,-715256065127000,123560
496,-715265945540701,13982
149,-715275925776742,4330
1935,-715286005806449,94497
527,-715295986043092,84873
1928,-715305966262990,75137
1919,-715315946508655,65481
1922,-715325926742580,55839
516,-715335906980246,46124
152,-715345887207119,36440
171,-715355867423842,26783
146,-715365847670516,17118
1922,-715375827895344,7402
509,-715385907939170,97670
184,-715395888158022,87925
446,-715405868396871,78268
449,-715415848623618,68624
540,-715425828849344,58888
3846,-715435809085353,49266
351,-715445789316031,39560
351,-715456168759201,429506
1922,-715465749774443,20171
179,-715475730013146,10537
183,-715485710238325,789
1939,-715495790286938,91071
1937,-715505770508735,81413
2010,-715515750732407,71685
424,-715525730976289,62048
1426,-715535711195278,52362
146,-715545691437804,42703
2016,-715555771461711,132874
159,-715565651897350,23330
195,-715575731924260,113534
1937,-715585612365957,3948
196,-715595692390821,94177
423,-715605772412759,184353
304,-715615652845494,74822
147,-715625633066039,65148
1921,-715635613301851,55471
1426,-715645593519980,45746
1402,-715655573764721,36106
152,-715665553992249,26359
