104,230188,230253
161,229846,320538
64,229832,310829
70,229579,300910
64,228924,290556
64,229250,281203
64,230417,272678
158,229925,262527
63,229461,252367
44,229477,242683
86,230544,234081
41,229842,323585
63,231212,315285
158,229985,304363
67,230895,295592
43,229641,284641
70,230794,276123
56,229931,265562
66,230760,256695
229,230346,246605
74,230641,237205
68,229728,326515
54,230195,317283
63,230027,307439
43,230548,298279
162,229487,287520
43,225905,274261
69,225496,264169
50,225824,254818
66,225206,244508
47,226434,236055
158,225389,325221
43,228854,319010
61,228093,308551
42,228708,299467
66,229254,290335
56,230592,281975
161,229459,271163
54,231018,263023
66,229002,251331
53,229560,242191
64,229038,231995
65,230153,323316
155,225522,309005
65,229451,303254
56,228589,292706
80,225916,280351
64,230462,275197
71,231451,266511
136,228422,253788
