93,1925140,1925200
159,1935758,2026372
133,1930540,2011454
178,1935428,2006670
137,1930867,1992409
163,1938978,1990852
146,1938555,1980740
168,1934449,1966958
161,1938041,1960849
156,1933819,1946928
149,1941204,1944629
162,1938561,2032186
147,1939518,2023471
173,1922393,1996654
213,1937570,2002160
148,1922549,1977438
152,1937434,1982647
161,1924294,1959808
153,1940680,1966494
162,1935853,1951991
153,1940291,1946732
171,1935502,2032168
153,1926640,2013606
174,1932603,2009890
169,1932135,1999725
162,1931358,1989249
165,1923415,1971624
158,1932775,1971283
166,1941618,1970449
157,1937968,1957101
170,1942909,1952364
169,1938527,2038184
161,1938124,2028100
178,1930161,2010438
162,1938341,2008921
157,1937122,1998018
147,1939151,1990348
158,1934808,1976336
155,1926579,1958408
170,1923250,1945397
135,1928174,1940623
161,1931380,1934149
147,1928854,2021827
172,1925667,2008943
154,1942196,2015788
169,1938322,2002215
154,1922010,1976229
159,1935079,1979614
167,1936439,1971292
172,1933532,1958686
