258,378,1020
148,262,91769
201,223,81903
144,274,72203
189,209,62467
143,209,52753
189,256,43104
150,223,33388
179,231,23699
194,249,14045
201,263,4348
158,208,94534
182,238,84851
193,207,75136
189,216,65471
175,237,55800
142,219,46099
164,224,36375
199,303,26783
136,252,17043
196,219,7323
184,241,97558
189,220,87827
146,197,78102
185,273,68481
178,219,58763
139,263,49123
177,258,39416
174,295,29743
171,209,19988
189,255,10327
173,216,100494
186,216,90808
146,269,81166
192,217,71441
144,254,61765
181,262,52076
172,257,42385
181,231,32663
198,257,23024
199,222,13267
149,188,3584
192,269,93833
189,233,84114
143,262,74678
163,272,64990
165,8,55032
175,228,45542
202,274,35918
195,222,26149
