112,-729258018293626,516
215,-729268099465778,91660
326,-729278079686773,81953
206,-729288059931257,72307
202,-729298040156164,62636
198,-729308020421977,52961
328,-729318000646635,43268
153,-729327980913404,33635
187,-729337961139067,24031
320,-729347941380858,14282
319,-729357921630635,4646
342,-729368001692677,94856
342,-729377981943297,85234
165,-729387962203237,75621
199,-729397942443896,65863
422,-729407922672605,56196
326,-729417902917364,46538
154,-729427883131204,36820
199,-729437863350913,27170
337,-729447843582714,17498
321,-729457823827460,7804
191,-729467903884707,97835
333,-729477884133101,88419
338,-729487864397822,78760
319,-729497844630539,69104
206,-729507824850457,59350
385,-729517805095192,49696
163,-729527785323927,40018
326,-729537765562771,30355
323,-729547745777497,20676
188,-729557726018211,10999
322,-729567706280032,1312
351,-729577786313021,91564
163,-729587766539651,81880
334,-729597746765599,72200
328,-729607727005246,62544
325,-729617707247933,52895
192,-729627687498774,43186
176,-729637667740604,33536
322,-729647647984254,23827
151,-729657628230062,14219
324,-729667608481902,4560
185,-729677688507927,94748
409,-729687668726580,85057
335,-729697648958453,75401
326,-729707629185032,65696
167,-729717609419210,55796
194,-729727589647684,46351
329,-729737569910370,36685
325,-729747550156224,27070
