6100787,-714168840254283,6489
5891445,-714178926431192,102542
5879355,-714188912551908,98793
5883888,-714198898694910,95043
5884162,-714208884792609,91194
5882300,-714218870914572,87413
5892578,-714228857018363,83640
5877355,-714238942950714,179714
5879087,-714248829241183,76034
5882766,-714258815361160,72245
5886091,-714268801482929,68518
5875792,-714278787594854,64645
5882277,-714288773696921,60892
5883831,-714298759799891,57062
5887785,-714308745910764,53266
5881231,-714318732014649,49456
5888257,-714328718134365,45680
5891025,-714338704243272,41900
5873678,-714348690365312,38109
5894325,-714358676479870,34377
5912596,-714368862212405,230362
5879300,-714378648779852,26828
5890991,-714388634884618,23006
5893218,-714398720810541,119137
5893200,-714408806739697,215251
5889481,-714418593245311,11629
5886327,-714428579364368,7908
5889234,-714438665287177,103972
5895296,-714448651438136,100324
5882870,-714458637571831,96487
5875880,-714468623689738,92650
5894818,-714478609789681,88849
5877727,-714488595937491,85087
5884568,-714498582043379,81296
5877656,-714508568145278,77497
5880859,-714518554254530,73748
5899470,-714528540360483,69903
5890841,-714538726103765,265968
5883085,-714548512603954,62309
5895564,-714558498744701,58573
5875046,-714568484885682,54742
5877834,-714578570807654,150909
5889960,-714588457107340,47251
5889379,-714598543032550,143349
5883562,-714608429356249,39739
5894376,-714618515277181,135812
5885551,-714628401600906,32146
5891406,-714638387732677,28346
5879077,-714648373856805,24562
5889309,-714658359962503,20747
