236,869,2112
92,237,92644
205,238,82720
183,234,72969
190,244,63263
140,240,53606
212,243,43893
186,240,34217
190,242,24529
184,285,14821
188,255,5162
184,250,95342
153,251,85693
167,253,75974
152,271,66314
171,255,56596
192,259,46939
152,252,37230
170,283,27537
196,251,17858
189,257,8175
188,7,98143
195,251,88688
152,260,78992
187,270,69305
189,247,59605
261,254,49912
184,256,40229
146,260,30511
188,252,20828
146,258,11176
187,250,101368
185,255,91694
185,269,82004
195,262,72300
152,256,62596
204,260,52939
189,254,43228
95,257,33516
148,252,23849
172,246,14136
175,258,4480
107,260,94686
190,246,84968
152,254,75302
182,283,65636
195,10,55674
169,253,46196
194,261,36526
182,248,26805
