262,361,5536
83,212,96198
107,244,86250
86,245,76544
79,239,66836
77,237,57152
98,228,47460
89,235,37792
75,234,28094
87,259,18484
99,258,8815
170,260,99057
148,252,89368
88,257,79873
98,254,70112
51,252,60444
96,254,50770
93,257,41068
97,258,31387
77,253,21763
146,252,11988
80,247,102157
97,259,92390
190,262,82917
97,254,73112
81,258,63455
96,251,53722
86,246,44070
99,257,34254
186,258,24760
103,256,15010
86,255,105181
187,262,95497
85,258,85756
99,257,75985
76,252,66507
95,251,56711
67,259,47069
181,256,37368
173,255,27686
97,250,17972
74,261,8379
96,250,98478
87,256,88854
142,256,79097
87,251,69385
195,9,59569
88,251,50124
97,250,40335
182,255,30689
