3004361,-713662461788534,3356
2989365,-713672544842603,96511
3022796,-713682528042397,89833
3036035,-713692511302185,83218
3060189,-713702494545873,76553
3052286,-713712477830625,69961
3012138,-713722461091395,63284
2998518,-713732444330158,56532
2980582,-713742427534980,49833
3018041,-713752410722704,43186
2989812,-713762393966489,36510
3024629,-713772377166360,29796
2993322,-713782360421025,23133
2982732,-713792343623875,16383
3012980,-713802326829705,9705
2978579,-713812409851623,102958
3017156,-713822393054354,96235
2972039,-713832376280257,89535
3054433,-713842359460956,82896
3019986,-713852342744744,76235
2991142,-713862325972591,69492
3000678,-713872309185350,62837
3000464,-713882292394153,56100
2957037,-713892275619975,49386
3017021,-713902258787665,42725
2980059,-713912242023471,35985
2943583,-713922225242245,29287
2952377,-713932208406007,22596
2946403,-713942191592868,15842
2963037,-713952174770721,9080
2946908,-713962257762653,102266
2955715,-713972240922510,95508
2947741,-713982224122548,88796
2944480,-713992207287144,82083
2947664,-714002190470922,75347
2941041,-714012173644796,68652
2956820,-714022156815579,61911
2946755,-714032140014416,55190
2943165,-714042123186412,48410
2944398,-714052106352088,41753
2945415,-714062089513002,34919
2949545,-714072072697828,28205
2951496,-714082055866611,21508
2945152,-714092039026478,14722
2949812,-714102022197246,8037
2953900,-714112105170214,101188
2954232,-714122088353402,94218
2947908,-714132071524045,87684
2949431,-714142054748625,81062
2952151,-714152037909523,74283
