106,-729759979389436,752
1446,-729770060564335,91623
1402,-729780040787143,81974
136,-729790021023883,72299
1490,-729800001240629,62586
1340,-729809981476546,52925
1392,-729819961700357,43203
1428,-729829941938997,33589
1533,-729839922160702,23899
1915,-729849902386452,14226
1921,-729859882636306,4499
1343,-729869962663364,94716
1478,-729879942904957,85081
1514,-729889923130662,75397
1432,-729899903372540,65732
286,-729909883597298,56095
1569,-729919863839012,46379
134,-729929844064965,36672
280,-729939824286487,26981
135,-729949804527179,17351
285,-729959784753911,7675
155,-729969864797165,97655
278,-729979845015797,88160
291,-729989825252565,78497
284,-729999805472220,68813
307,-730009785695052,59148
281,-730019765937698,49486
287,-730029746160532,39789
277,-730039726402330,30126
278,-730049806428199,120305
299,-730059986265283,310442
277,-730069667079767,1050
146,-730079747153607,91311
282,-730089727374370,81654
288,-730099707593074,71968
284,-730109687837854,62298
285,-730119668059663,52598
179,-730129648302431,42933
282,-730139628526205,33243
284,-730149708569132,123481
282,-730159588992776,13860
277,-730169569231487,4194
285,-730179649255438,94406
284,-730189629482224,84726
300,-730199609721048,75064
138,-730209589940655,65398
182,-730219570183145,55471
179,-730229550404329,46004
281,-730239530642997,36349
284,-730249510861725,26659
