120,-728756507668281,523
325,-728766588807342,91619
337,-728776569033398,81896
155,-728786549297049,72286
195,-728796529524712,62590
193,-728806509753598,52911
201,-728816489981596,43012
322,-728826470218034,33571
325,-728836450483798,23947
149,-728846430728886,14026
162,-728856410991241,4599
200,-728866491023287,94815
205,-728876471255298,84921
325,-728886451498709,75483
153,-728896431717675,65795
153,-728906411967367,56156
321,-728916392207997,46482
150,-728926372449934,36772
198,-728936352664927,26866
201,-728946332885412,17392
189,-728956313124166,7735
214,-728966393155480,97724
342,-728976373383840,88262
152,-728986353627717,78614
200,-728996333859780,68697
325,-729006314104186,59248
325,-729016294340051,49595
331,-729026274570785,39875
321,-729036254793498,30195
318,-729046235040195,20569
166,-729056215281355,10653
160,-729066195521773,1180
362,-729076275577660,91470
221,-729086255819833,81559
326,-729096236069205,72116
158,-729106216305466,62403
197,-729116196554028,52561
356,-729126176799463,43117
181,-729136157062427,33472
338,-729146137295043,23808
322,-729156117532737,14123
162,-729166097777495,4466
350,-729176177826774,94469
341,-729186158053243,85038
333,-729196138316033,75352
207,-729206118608934,65512
150,-729216098845580,56031
199,-729226079074274,46334
162,-729236059333906,36500
333,-729246039586821,27038
