Prepare			Overhead		total
82388418		183396255		265809
100078348		183354202		283468
100088987		184458071		284578
100089808		183653975		283781
100090019		184473033		284590
100083605		184327837		284449
100093437		185195806		285316
100088906		183084305		283203
100100566		183411121		283538
100102456		183233650		283366
