778393,-726750608208852,1236
734178,-726760689057277,92068
730817,-726770670005240,83082
751942,-726780650998199,74215
733509,-726790631965217,65282
757733,-726800612931637,56325
736201,-726810593901499,47346
735275,-726820674672522,138322
735313,-726830555819561,29433
773266,-726840536773505,20539
737239,-726850617582700,111547
738375,-726860498728809,2630
772965,-726870579498752,93663
735419,-726880660287950,184562
734701,-726890741066075,275537
744862,-726900821824243,366473
734017,-726910503396052,57843
753276,-726920484346983,48916
756557,-726930465316996,39979
736782,-726940546107137,130983
745440,-726950527066283,121968
734404,-726960508046328,113085
735339,-726970389191405,4153
755116,-726980469964402,95163
733882,-726990450937475,86206
735181,-727000431887589,77241
736085,-727010412858463,68364
775322,-727020393808527,59384
732516,-727030374818535,50461
773932,-727040355768676,41508
734508,-727050436576716,132475
773465,-727060417526679,123567
733119,-727070398541748,114619
733962,-727080379489734,105698
736662,-727090360439923,96729
755688,-727100341410820,87897
736323,-727110322380955,78819
737359,-727120303346061,69896
733414,-727130284299153,60919
756290,-727140265263136,51990
736108,-727150246235102,43043
732867,-727160227203423,34094
732173,-727170208153191,25173
754841,-727180288910260,116134
733673,-727190269900302,107230
733094,-727200250852546,98209
770494,-727210431429960,288899
732305,-727220212813549,80321
732946,-727230193774529,71391
770328,-727240174723908,62466
