12947431352464481	1155955
12947431452380172	415253
12947431552282129	416842
12947431652183170	416004
12947431752084251	415139
12947431851985233	417906
12947431951891967	448772
12947432051793037	417997
12947432151694069	337648
12947432251595076	334507
12947432351495963	334623
12947432451397023	335005
12947432551298024	334644
12947432651200017	348468
12947432751101391	348149
12947432851003446	369930
12947432950904688	336529
12947433050806148	371425
12947433150707245	350873
12947433250608536	335193
12947433350509878	334806
12947433450420723	383808
12947433550321702	335989
12947433650248117	354540
12947433750149353	336417
12947433850063347	360762
12947433949964317	339021
12947434049865401	337686
12947434149770383	357404
12947434249671817	352505
12947434349573066	327412
12947434449474350	350015
12947434549625591	373346
12947434649530893	369754
12947434749431942	350880
12947434849333001	335535
12947434949234021	335970
12947435049136510	335466
12947435149037718	336373
12947435248939022	339351
12947435348849021	371959
12947435448754942	407218
12947435548656002	334634
12947435648556822	334375
12947435748457858	334462
12947435848358895	334545
12947435948260030	334806
12947436048161466	334821
12947436148062594	347970
12947436247963694	367348
12947436347865077	349939
12947436447766433	350601
12947436547667797	336578
12947436647569174	356802
12947436747474687	352987
12947436847376088	334944
12947436947277076	347457
12947437047178070	334621
12947437147079224	334538
12947437246980305	337340
12947437346881270	336994
12947437446782294	335942
12947437546684130	337100
12947437646585454	335492
12947437746486819	335251
12947437846395630	368288
12947437946296795	335797
12947438046197805	336696
12947438146098838	336739
12947438245999630	338450
12947438345900616	338086
12947438445801443	337050
12947438545702724	338007
12947438645604037	349233
12947438745511216	354322
12947438845412565	365333
12947438945313869	334705
12947439045215125	371908
12947439145116476	335732
12947439245017784	336882
12947439344919050	335955
12947439444825527	362253
12947439544726497	335294
12947439644627394	357553
12947439744528379	336243
12947439844429390	336275
12947439944330508	335741
12947440044232093	353593
12947440144133356	336640
12947440244042779	392069
12947440343944070	338744
12947440443845118	337565
12947440543746408	338075
12947440643647691	334976
12947440743548508	334364
12947440843449541	334333
12947440943350584	334498
12947441043251570	334759
12947441143152660	347963
12947441243053663	351759
12947441342954922	340072
12947441442856130	339413
12947441542757415	355429
12947441642658654	334863
12947441742559945	334925
12947441842461187	338114
12947441942362230	355978
12947442042267810	372205
12947442142168953	334495
12947442242070198	335032
12947442341971464	353916
12947442441872486	335788
12947442541774152	337885
12947442641675440	373436
12947442741582552	367284
12947442841483847	336363
12947442941384856	335138
12947443041285885	336215
12947443141186670	336126
12947443241087464	336242
12947443340988458	337944
12947443440889254	338599
12947443540790065	338172
12947443640691303	338972
12947443740592550	371316
12947443840493796	336201
12947443940395130	344399
12947444040296183	336807
12947444140197263	351875
12947444240098249	336427
12947444339999307	357059
12947444439900332	336208
12947444539801718	337239
12947444639702939	338160
12947444739604181	371878
12947444839505161	336502
12947444939406277	355698
12947445039307578	371535
12947445139208985	352483
12947445239110252	352281
12947445339011558	336689
12947445438920350	370689
12947445538821371	337599
12947445638722208	337094
12947445738623326	334534
12947445838524140	334436
12947445938425150	334650
12947446038326088	334680
12947446138227059	334448
12947446238128117	349517
12947446338029410	334828
12947446437930647	336193
12947446537831949	359691
12947446637733215	336375
12947446737634500	334954
12947446837535532	334556
12947446937436508	334517
12947447037342870	374761
12947447137243963	349164
12947447237144950	347632
12947447337046072	356764
12947447436947033	337433
12947447536848461	349936
12947447636751343	351393
12947447736670934	339255
12947447836577624	363682
12947447936479089	335944
12947448036380055	336485
12947448136281131	333837
12947448236182135	335861
12947448336083111	335283
12947448435983955	338569
12947448535885068	338166
12947448635785902	339222
12947448735687230	352971
12947448835588498	336448
12947448935489733	336712
12947449035391012	336891
12947449135555611	369371
12947449235456594	336599
12947449335357567	356979
12947449435258567	336335
12947449535159641	334383
12947449635060535	336117
12947449734961514	337788
12947449834862601	359711
12947449934764322	361294
12947450034665330	337010
12947450134566919	336372
12947450234468152	336169
12947450334369424	327470
12947450434278970	365872
12947450534180126	348343
12947450634081194	334750
12947450733982480	337462
12947450833883313	337503
12947450933784305	338213
12947451033685562	352115
12947451133586844	335248
12947451233488168	348084
12947451333389417	334790
12947451433290782	334754
12947451533191977	369365
12947451633093252	334863
12947451732994611	356232
12947451832895901	337526
12947451932797295	337350
12947452032702398	356363
12947452132603471	334361
12947452232504497	334638
12947452332405532	334654
12947452432306522	334702
12947452532207828	334705
12947452632109353	349908
12947452732010621	334977
12947452831911969	337962
12947452931819626	369739
12947453031720669	338607
12947453131621667	336353
12947453231522600	336013
12947453331423556	335793
12947453431324576	334652
12947453531225579	327133
12947453631126884	336542
12947453731028126	350131
12947453830929371	337481
12947453930836764	351675
12947454030738069	360936
12947454130639056	336047
12947454230540206	336712
12947454330441500	350457
12947454430342755	336460
12947454530243988	352272
12947454630144957	335273
12947454730046007	336492
12947454829947006	338429
12947454929848014	336811
12947455029749026	336893
