603549170867641	3662793
603549270900636	3364876
603549370902746	2613320
603549470906616	184175312
603549753001176	2077974
603549853003342	2077783
603549953004571	2077750
603550053005685	2077754
603550153007398	2077779
603550253009461	2077830
603550353012096	2077989
603550453015375	2077865
603550553019691	2077800
603550653021819	2077847
603550753025497	2077858
603550853031381	2077813
603550953034284	2077817
603551053036587	2077878
603551153038623	2077861
603551253040407	2077807
603551354269655	2087147
603551454273702	2089851
603551554275695	2083149
603551654277432	2082331
603551754279259	2084008
603551854281430	2087003
603551954283338	2083945
603552054286636	2086687
603552154288479	2084586
603552254304467	2083563
603552354306253	2085990
603552454307416	2082913
603552554310937	2085394
603552654314179	2084779
603552754316234	2084440
603552854317985	2086538
603552954319715	2085425
603553054353451	2081409
603553154355419	2084004
603553254356563	2141541
603553354375173	7403000
603553454384517	2084187
603553554385723	2085409
603553654386916	2082906
603553754391566	2081903
603553854395266	2084220
603553954398195	2083470
603554054402083	2085820
603554154405518	2083922
603554254407438	2087048
603554354410231	2080260
603554454412164	2089211
603554554413448	2086429
603554654417620	2087216
603554754418779	2079976
603554854427448	2084340
603554954430218	2083114
603555054432343	2080927
603555154434122	2084458
603555254452997	2086379
603555354454260	2083074
603555454458537	2085215
603555554459718	2083540
603555654472006	2085636
603555754474422	2085290
603555854476490	2084019
603555954479493	2085952
603556054480632	2083851
603556163802742	2094937
603556263807554	2084291
603556363808190	2083097
603556463809342	2083869
603556563813781	3644197
603556663816984	3364673
603556763819198	2085463
603556863822306	2083535
603556963836589	2082270
603557063839395	2084674
603557163841229	2084254
603557263842358	2082373
603557363842890	2084651
603557463851753	2086144
603557563854822	2083334
603557663855967	2082898
603557763867158	2085969
603557863870857	2085742
603557963872099	2083613
603558063873212	2082010
603558163876632	2084096
603558263879655	2085438
603558363882100	2083240
603558463884148	2083863
603558563885367	2083496
603558663900361	2084669
603558763904834	2083737
603558863905556	2086494
603558963908479	2080486
603559063910660	2087032
603559163912908	2081370
603559263914310	2083778
603559363914850	2083347
603559463916835	2082535
603559563918281	197246542
603559859110736	2093391
603559959112550	2089150
603560059113654	2089278
603560159115373	2082854
603560259117518	2083223
603560359118778	2082241
603560459171354	2087928
603560559174723	2085088
603560659177123	2087958
603560759178634	2081519
603560859180009	2083627
603560959181351	2081495
603561059183320	2084495
603561159185040	2081377
603561259186236	2080704
603561359186725	2082367
603561459188680	2084254
603561559216061	2083463
603561659217357	2082769
603561759218497	2081850
603561859228923	2083936
603561959231245	2081110
603562059233338	2081821
603562159235190	2089647
603562259237214	2084569
603562359240032	2081638
603562459241153	2087271
603562559244059	2082833
603562659246037	2086278
603562759248179	2085278
603562859248964	2083530
603562959250096	2086164
603563059252202	2086486
603563159255816	2084957
603563259256942	2082393
603563359259274	2083371
603563459261188	2085492
603563559262585	2084405
603563659272629	2081556
603563759281139	2347038
603563859296660	2817393
603563959306391	2857668
603564059316717	2892961
603564159327648	2870835
603564259338226	2904234
603564359347846	2899347
603564459355254	2822366
603564559357459	2794035
603564659362859	2818788
603564759382135	2809949
603564859384542	2817710
603564959387576	2808578
603565059389485	2810352
603565159393614	2807029
603565259397833	2084825
603565359400172	2084535
603565459402321	2085606
603565559404146	2086370
603565659406136	2082257
603565759410317	2085752
603565859412690	2119100
603565959415038	2086639
603566059419077	2085333
603566159429186	2087731
603566259431570	2087261
603566359443942	2085673
603566459446145	2086843
603566570917047	2087309
603566670994953	2091049
603566770996902	2084766
603566870998774	2462666
603566971000432	2085295
603567071002066	2084210
603567171003628	2092187
603567271005266	2083274
603567371006746	2461869
603567471008290	2085080
603567571021065	2084711
603567671024491	2085299
603567771028309	2086211
603567871030433	2449513
603567971034031	2085436
603568071036205	2085197
603568171040297	2085140
603568271042104	2085459
603568371052370	2470768
603568471055791	2085535
603568571057567	2085484
603568671059399	2083337
603568771062695	2090095
603568871064548	2466072
603568971075736	2088402
603569071077833	2084945
603569171079934	2097050
603569271086942	2084215
603569371094874	181873224
603569650883346	2093412
603569750916878	2085000
603569850923640	2088397
603569950951059	2086267
603570050957800	2088689
603570150967397	2085388
603570250973204	2087502
603570350980966	2087602
603570450987640	2087577
603570550994541	2084273
603570651001731	2086868
603570751009067	2086037
603570851012993	2084645
603570951024307	2087874
603571051027284	2083081
603571151029539	2086645
603571251030713	2083588
603571351031322	2084046
603571451032408	2084970
603571551033500	2084512
603571651034585	2084065
603571751041105	1831967
603571851043707	1827885
603571951044625	1793548
603572051045562	1815250
603572151047267	1792036
603572251048263	1795330
603572351049388	1793326
603572451050358	1789465
603572551051303	1798969
603572651052298	1791364
603572751053194	1820487
603572851053810	1832047
603572951056679	1790831
603573051057741	1820762
603573151069007	1789963
603573251070568	1791169
603573351071744	1822468
603573451072756	1791772
